A	Coef	t	p.value	p.value.adj	F	F.p.value	PEvsC	Genes.PROBEID	Genes.ENTREZID	Genes.SYMBOL
3.35	-0.022	-0.08	0.93675	0.976336	0.01	0.93675	0	ILMN_1881514	90768	LOC90768
2.88	-0.424	-2.94	0.00494	0.059576	8.67	0.00494	0	NA	NA	NA
2.98	0.155	1.36	0.18044	0.440585	1.85	0.18044	0	NA	NA	NA
1.56	-0.278	-2.87	0.006	0.066335	8.25	0.006	0	NA	NA	NA
1.66	0.04	0.41	0.68271	0.853076	0.17	0.68271	0	NA	NA	NA
1.39	0.029	0.4	0.68869	0.85653	0.16	0.68869	0	NA	NA	NA
2.76	-0.329	-2.81	0.00714	0.073035	7.88	0.00714	0	NA	NA	NA
1.82	-0.031	-0.25	0.8039	0.916163	0.06	0.8039	0	NA	NA	NA
2.3	-0.322	-2.4	0.02012	0.132929	5.77	0.02012	0	NA	NA	NA
2.85	-0.108	-1.08	0.28555	0.562889	1.17	0.28555	0	NA	NA	NA
2.78	0.05	0.39	0.69762	0.861584	0.15	0.69762	0	NA	NA	NA
1.38	-0.092	-1.08	0.28459	0.561904	1.17	0.28459	0	NA	NA	NA
1.18	0.016	0.23	0.82069	0.924608	0.05	0.82069	0	NA	NA	NA
2.97	0.143	0.95	0.34888	0.623754	0.89	0.34888	0	NA	NA	NA
2.52	-0.19	-1.56	0.12577	0.363296	2.43	0.12577	0	NA	NA	NA
10.69	-0.043	-0.18	0.85593	0.940684	0.03	0.85593	0	NA	NA	NA
1.61	-0.193	-2.37	0.02196	0.139672	5.6	0.02196	0	NA	NA	NA
1.32	-0.105	-1.72	0.09089	0.305959	2.97	0.09089	0	ILMN_1912304	100506274	LOC100506274
1.36	-0.034	-0.47	0.63747	0.828259	0.22	0.63747	0	NA	NA	NA
1.72	-0.172	-1.63	0.10927	0.337124	2.66	0.10927	0	NA	NA	NA
3.84	-0.233	-2.05	0.04603	0.211104	4.19	0.04603	0	NA	NA	NA
2.69	0.096	0.76	0.45106	0.706285	0.58	0.45106	0	NA	NA	NA
2.08	0.135	0.65	0.52096	0.754386	0.42	0.52096	0	NA	NA	NA
2.2	-0.071	-0.71	0.4799	0.726768	0.51	0.4799	0	NA	NA	NA
2.39	0.294	2.15	0.03635	0.18585	4.63	0.03635	0	NA	NA	NA
1.5	-0.137	-1.6	0.11556	0.347455	2.57	0.11556	0	NA	NA	NA
1.7	0.032	0.36	0.72366	0.875963	0.13	0.72366	0	NA	NA	NA
1.39	-0.039	-0.47	0.64003	0.829693	0.22	0.64003	0	NA	NA	NA
8.36	0.347	1.22	0.22938	0.5026	1.48	0.22938	0	NA	NA	NA
2.91	0.278	2.14	0.03755	0.189013	4.57	0.03755	0	NA	NA	NA
1.39	-0.065	-0.79	0.43523	0.694435	0.62	0.43523	0	NA	NA	NA
4	-0.208	-1.12	0.2676	0.544764	1.26	0.2676	0	NA	NA	NA
2.26	-0.114	-0.93	0.35828	0.631497	0.86	0.35828	0	NA	NA	NA
1.25	0.036	0.55	0.58385	0.797657	0.3	0.58385	0	NA	NA	NA
2.2	0.075	0.62	0.5395	0.76794	0.38	0.5395	0	NA	NA	NA
1.82	-0.06	-0.49	0.62799	0.823129	0.24	0.62799	0	ILMN_1882343	340578	DCAF12L2
2.99	-0.244	-1.93	0.05998	0.244128	3.71	0.05998	0	NA	NA	NA
1.59	-0.001	-0.01	0.98987	0.996864	0	0.98987	0	NA	NA	NA
1.34	0.056	0.77	0.44472	0.701943	0.59	0.44472	0	NA	NA	NA
2.18	0.194	1.56	0.12433	0.361118	2.45	0.12433	0	ILMN_1897142	100507040	LINC00427
1.62	-0.066	-0.84	0.40256	0.668401	0.71	0.40256	0	NA	NA	NA
2.39	-0.263	-2.35	0.0228	0.142663	5.53	0.0228	0	NA	NA	NA
1.08	-0.109	-1.48	0.1462	0.394068	2.18	0.1462	0	NA	NA	NA
2.82	-0.361	-2.34	0.0233	0.14427	5.48	0.0233	0	NA	NA	NA
2.01	0.187	1.09	0.28022	0.557173	1.19	0.28022	0	NA	NA	NA
8.3	0.162	1.18	0.24244	0.516924	1.4	0.24244	0	NA	NA	NA
2.9	-0.082	-0.6	0.55136	0.776114	0.36	0.55136	0	NA	NA	NA
1.51	0.003	0.04	0.96831	0.988414	0	0.96831	0	NA	NA	NA
1.39	0.015	0.21	0.83677	0.932097	0.04	0.83677	0	NA	NA	NA
1.79	-0.148	-1.46	0.14974	0.39949	2.14	0.14974	0	NA	NA	NA
2.14	-0.379	-2.94	0.00506	0.060305	8.62	0.00506	0	NA	NA	NA
1.94	-0.116	-1.03	0.30623	0.58405	1.07	0.30623	0	NA	NA	NA
2.48	-0.553	-1.53	0.13147	0.372057	2.35	0.13147	0	NA	NA	NA
1.87	0.099	0.86	0.39367	0.660923	0.74	0.39367	0	NA	NA	NA
1.16	-0.086	-1.08	0.28637	0.563571	1.16	0.28637	0	NA	NA	NA
1.56	0.068	0.88	0.38345	0.652158	0.77	0.38345	0	NA	NA	NA
1.62	-0.055	-0.68	0.49873	0.739192	0.46	0.49873	0	NA	NA	NA
1.58	-0.062	-0.64	0.52331	0.755972	0.41	0.52331	0	NA	NA	NA
2.48	-0.085	-0.63	0.53385	0.763684	0.39	0.53385	0	NA	NA	NA
4.46	-0.029	-0.2	0.83951	0.933174	0.04	0.83951	0	NA	NA	NA
2.12	0.025	0.22	0.82378	0.926114	0.05	0.82378	0	NA	NA	NA
2.44	0.228	0.72	0.47198	0.720877	0.53	0.47198	0	NA	NA	NA
1.27	-0.14	-1.94	0.05826	0.240401	3.76	0.05826	0	NA	NA	NA
3.92	-0.497	-3.79	0.00042	0.013788	14.36	0.00042	-1	NA	NA	NA
3.19	0.168	1.16	0.25102	0.527286	1.35	0.25102	0	NA	NA	NA
1.2	0.154	1.93	0.06003	0.244236	3.71	0.06003	0	NA	NA	NA
2.57	-0.097	-0.74	0.45991	0.711759	0.55	0.45991	0	NA	NA	NA
5.31	-0.576	-2.07	0.04334	0.204508	4.3	0.04334	0	ILMN_1910158	85407	NKD1
2.15	0.072	0.56	0.57812	0.794029	0.31	0.57812	0	NA	NA	NA
1.88	-0.198	-2.04	0.04645	0.211901	4.17	0.04645	0	ILMN_1880341	100129464	LINC01546
1.65	-0.186	-1.63	0.10978	0.338146	2.65	0.10978	0	NA	NA	NA
1.24	-0.288	-4.38	6e-05	0.00453	19.2	6e-05	-1	NA	NA	NA
2.1	0.056	0.54	0.5921	0.802611	0.29	0.5921	0	NA	NA	NA
1.8	-0.152	-1.33	0.18823	0.45107	1.78	0.18823	0	NA	NA	NA
1.64	0.11	0.93	0.35846	0.631701	0.86	0.35846	0	ILMN_1833008	317760	ADAM20P1
2.94	-0.239	-1.84	0.07169	0.269675	3.39	0.07169	0	NA	NA	NA
4.93	-0.051	-0.28	0.77827	0.903961	0.08	0.77827	0	NA	NA	NA
1.49	0.023	0.29	0.77035	0.900496	0.09	0.77035	0	NA	NA	NA
1.35	0.155	1.84	0.07226	0.270819	3.38	0.07226	0	NA	NA	NA
1.87	-0.245	-2.35	0.02263	0.142021	5.54	0.02263	0	NA	NA	NA
6.85	-0.1	-0.93	0.35608	0.62979	0.87	0.35608	0	NA	NA	NA
1.52	-0.028	-0.35	0.7286	0.878232	0.12	0.7286	0	NA	NA	NA
1.88	0.084	0.86	0.39389	0.6611	0.74	0.39389	0	NA	NA	NA
5.69	-0.232	-0.35	0.73095	0.879627	0.12	0.73095	0	NA	NA	NA
3.34	-0.068	-0.48	0.6351	0.826914	0.23	0.6351	0	NA	NA	NA
2.37	-0.031	-0.19	0.84728	0.93666	0.04	0.84728	0	NA	NA	NA
1.84	-0.326	-3.78	0.00042	0.013951	14.32	0.00042	-1	NA	NA	NA
7.02	0.085	0.4	0.68925	0.856894	0.16	0.68925	0	NA	NA	NA
1.46	0.034	0.34	0.7334	0.881065	0.12	0.7334	0	NA	NA	NA
1.55	-0.104	-1.28	0.20725	0.475485	1.63	0.20725	0	NA	NA	NA
3.73	0.323	1.35	0.18362	0.444705	1.82	0.18362	0	NA	NA	NA
2.16	0.051	0.55	0.58806	0.800054	0.3	0.58806	0	NA	NA	NA
1.81	0.004	0.04	0.96941	0.988966	0	0.96941	0	NA	NA	NA
3.87	0.009	0.03	0.97437	0.990603	0	0.97437	0	NA	NA	NA
3.35	0.599	1.95	0.05646	0.236774	3.82	0.05646	0	NA	NA	NA
3.25	-0.034	-0.26	0.79298	0.911196	0.07	0.79298	0	NA	NA	NA
1.85	0.082	0.98	0.33402	0.609336	0.95	0.33402	0	NA	NA	NA
1.61	0.104	1.17	0.24621	0.521472	1.38	0.24621	0	NA	NA	NA
1.36	-0.195	-2.71	0.0092	0.084535	7.36	0.0092	0	NA	NA	NA
5.24	0.317	1.34	0.18547	0.447466	1.8	0.18547	0	ILMN_1831106	400043	LINC02381
1.58	-0.217	-2.46	0.01729	0.121754	6.07	0.01729	0	NA	NA	NA
3.13	-0.134	-0.67	0.50386	0.742515	0.45	0.50386	0	NA	NA	NA
2.07	-0.398	-2.78	0.00772	0.076279	7.72	0.00772	0	NA	NA	NA
1.42	-0.013	-0.18	0.85602	0.940699	0.03	0.85602	0	NA	NA	NA
3.14	0.248	1.56	0.12497	0.362094	2.44	0.12497	0	NA	NA	NA
1.24	-0.213	-2.61	0.01184	0.098092	6.84	0.01184	0	NA	NA	NA
2.06	0.086	0.82	0.41543	0.679293	0.67	0.41543	0	NA	NA	NA
5.62	-0.607	-3.07	0.0035	0.048924	9.42	0.0035	-1	NA	NA	NA
2.98	0.073	0.41	0.68562	0.854486	0.17	0.68562	0	ILMN_1873852	54328	GPR173
1.15	0.017	0.26	0.79543	0.912264	0.07	0.79543	0	NA	NA	NA
1.17	0.117	1.54	0.1302	0.370479	2.37	0.1302	0	NA	NA	NA
8.56	0.052	0.38	0.70384	0.864917	0.15	0.70384	0	NA	NA	NA
8.79	-0.433	-3.2	0.00241	0.039748	10.25	0.00241	-1	ILMN_1890614	55924	FAM212B
1.56	0.049	0.4	0.69017	0.857549	0.16	0.69017	0	NA	NA	NA
8.55	0.116	0.91	0.368	0.63939	0.83	0.368	0	ILMN_1917341	5784	PTPN14
1.84	-0.079	-0.8	0.42713	0.688258	0.64	0.42713	0	NA	NA	NA
8.63	0.136	0.92	0.36028	0.633363	0.85	0.36028	0	NA	NA	NA
8.74	0.221	1.33	0.18868	0.45185	1.78	0.18868	0	NA	NA	NA
1.79	0.221	2.56	0.01356	0.10613	6.56	0.01356	0	NA	NA	NA
2.85	0.194	1.49	0.1432	0.389769	2.21	0.1432	0	NA	NA	NA
8.61	-0.066	-0.81	0.41934	0.68181	0.66	0.41934	0	NA	NA	NA
2.79	0.126	0.88	0.38283	0.651711	0.78	0.38283	0	ILMN_1822559	10588 /// 100528021	MTHFS /// ST20-MTHFS
1.19	-0.159	-2.71	0.00925	0.084746	7.35	0.00925	0	NA	NA	NA
2.07	-0.123	-1.22	0.22958	0.502814	1.48	0.22958	0	NA	NA	NA
1.82	-0.21	-2.29	0.02666	0.155903	5.22	0.02666	0	NA	NA	NA
3.15	-0.204	-1.21	0.23024	0.503678	1.48	0.23024	0	NA	NA	NA
3.44	0.054	0.52	0.60422	0.809558	0.27	0.60422	0	NA	NA	NA
1.53	-0.013	-0.07	0.94226	0.978791	0.01	0.94226	0	NA	NA	NA
1.88	0.382	2.53	0.0146	0.110514	6.41	0.0146	0	NA	NA	NA
1.67	-0.011	-0.1	0.91983	0.969259	0.01	0.91983	0	NA	NA	NA
1.57	0.247	2.47	0.01707	0.120875	6.1	0.01707	0	NA	NA	NA
1.84	-0.036	-0.35	0.72643	0.877075	0.12	0.72643	0	NA	NA	NA
1.72	-0.184	-1.91	0.06214	0.249	3.64	0.06214	0	NA	NA	NA
1.88	0.068	0.57	0.57076	0.789131	0.33	0.57076	0	NA	NA	NA
1.16	-0.029	-0.33	0.73943	0.88439	0.11	0.73943	0	NA	NA	NA
2.31	0.324	1.62	0.11217	0.341526	2.62	0.11217	0	NA	NA	NA
2.02	0.066	0.84	0.40741	0.672386	0.7	0.40741	0	NA	NA	NA
2.12	0.033	0.34	0.73309	0.880871	0.12	0.73309	0	NA	NA	NA
3.28	0.073	0.66	0.51308	0.749708	0.43	0.51308	0	NA	NA	NA
1.75	-0.043	-0.48	0.63242	0.82526	0.23	0.63242	0	NA	NA	NA
1.45	-0.121	-1.29	0.20397	0.47151	1.66	0.20397	0	NA	NA	NA
2.77	0.097	0.92	0.36162	0.634304	0.85	0.36162	0	NA	NA	NA
2.38	0.016	0.12	0.9083	0.964602	0.01	0.9083	0	NA	NA	NA
1.48	0.117	1.72	0.09215	0.307993	2.95	0.09215	0	NA	NA	NA
1.55	0.024	0.23	0.81702	0.922865	0.05	0.81702	0	NA	NA	NA
3.23	-0.31	-2.55	0.01383	0.107383	6.52	0.01383	0	NA	NA	NA
2.4	-0.318	-2.52	0.01499	0.11224	6.36	0.01499	0	ILMN_1834323	151171	LINC01107
1.19	-0.143	-1.82	0.07415	0.274694	3.33	0.07415	0	NA	NA	NA
1.62	-0.053	-0.68	0.50218	0.741504	0.46	0.50218	0	NA	NA	NA
1.6	-0.024	-0.3	0.76584	0.898389	0.09	0.76584	0	NA	NA	NA
1.31	-0.036	-0.48	0.63355	0.825936	0.23	0.63355	0	NA	NA	NA
2.29	-0.067	-0.58	0.56128	0.782703	0.34	0.56128	0	NA	NA	NA
1.81	-0.039	-0.5	0.61674	0.81665	0.25	0.61674	0	NA	NA	NA
1.32	0.024	0.36	0.72047	0.874293	0.13	0.72047	0	NA	NA	NA
3.65	-0.154	-1.13	0.26282	0.539792	1.28	0.26282	0	NA	NA	NA
1.43	-0.094	-1.4	0.16847	0.425733	1.95	0.16847	0	NA	NA	NA
1.65	0.178	2.48	0.01649	0.118683	6.17	0.01649	0	NA	NA	NA
2.81	-0.252	-1.94	0.05876	0.241459	3.74	0.05876	0	NA	NA	NA
2.35	-0.09	-0.8	0.42916	0.689975	0.64	0.42916	0	NA	NA	NA
1.46	-0.026	-0.37	0.71395	0.870792	0.14	0.71395	0	NA	NA	NA
2.26	-0.028	-0.2	0.84024	0.93343	0.04	0.84024	0	NA	NA	NA
1.77	-0.135	-1.54	0.13009	0.370387	2.37	0.13009	0	ILMN_1892050	2254	FGF9
1.92	-0.145	-1.5	0.14118	0.386839	2.24	0.14118	0	NA	NA	NA
2.51	0.203	1.6	0.117	0.349281	2.55	0.117	0	NA	NA	NA
2.13	0.002	0.02	0.98512	0.995039	0	0.98512	0	NA	NA	NA
2.47	0.49	1.38	0.17507	0.434545	1.89	0.17507	0	ILMN_1904054	100124700	HOTAIR
1.83	-0.195	-2.03	0.04756	0.214589	4.13	0.04756	0	NA	NA	NA
1.55	0.053	0.58	0.56771	0.786914	0.33	0.56771	0	NA	NA	NA
7.7	0.071	0.34	0.73721	0.882961	0.11	0.73721	0	ILMN_1913060	1240	CMKLR1
1.69	0.096	0.91	0.36935	0.640529	0.82	0.36935	0	ILMN_1849318	100132234	LINC00543
1.67	-0.01	-0.1	0.92418	0.971199	0.01	0.92418	0	NA	NA	NA
1.54	0	0.01	0.99585	0.998646	0	0.99585	0	NA	NA	NA
1.97	-0.534	-4.71	2e-05	0.002318	22.2	2e-05	-1	NA	NA	NA
2.28	0.015	0.12	0.90772	0.964516	0.01	0.90772	0	NA	NA	NA
2.63	-0.153	-1.16	0.25135	0.527464	1.35	0.25135	0	NA	NA	NA
2.36	-0.15	-1.04	0.30472	0.58219	1.08	0.30472	0	NA	NA	NA
2.39	0.205	1.33	0.19075	0.454777	1.76	0.19075	0	NA	NA	NA
1.7	0.065	0.48	0.63242	0.82526	0.23	0.63242	0	NA	NA	NA
1.87	0.011	0.14	0.88893	0.956565	0.02	0.88893	0	NA	NA	NA
1.31	0.001	0.01	0.99155	0.997324	0	0.99155	0	NA	NA	NA
2.43	-0.138	-1.15	0.25751	0.533672	1.31	0.25751	0	NA	NA	NA
1.59	-0.122	-1.51	0.13859	0.382924	2.27	0.13859	0	NA	NA	NA
1.33	-0.074	-0.83	0.41122	0.6757	0.69	0.41122	0	NA	NA	NA
1.2	-0.021	-0.29	0.77072	0.900705	0.09	0.77072	0	NA	NA	NA
1.8	0	0	0.99932	0.999746	0	0.99932	0	NA	NA	NA
2.54	-0.219	-1.62	0.11104	0.3401	2.63	0.11104	0	NA	NA	NA
2.21	-0.084	-0.74	0.46197	0.712866	0.55	0.46197	0	NA	NA	NA
4.5	0.294	1.53	0.13278	0.374081	2.34	0.13278	0	NA	NA	NA
1.2	-0.095	-1.45	0.15214	0.403171	2.12	0.15214	0	NA	NA	NA
2.42	0.263	1.98	0.0533	0.229481	3.92	0.0533	0	NA	NA	NA
2.55	-0.402	-1.62	0.111	0.340075	2.63	0.111	0	NA	NA	NA
1.88	-0.146	-1.93	0.05979	0.243781	3.71	0.05979	0	NA	NA	NA
2.61	-0.096	-0.74	0.4603	0.712006	0.55	0.4603	0	NA	NA	NA
7.48	0.456	2.01	0.04993	0.22066	4.04	0.04993	0	NA	NA	NA
1.57	0.13	1.49	0.14286	0.389349	2.22	0.14286	0	NA	NA	NA
1.77	-0.109	-1.07	0.28987	0.566767	1.14	0.28987	0	NA	NA	NA
1.74	-0.005	-0.06	0.94914	0.981035	0	0.94914	0	NA	NA	NA
2.6	0.129	1.27	0.21151	0.48108	1.6	0.21151	0	NA	NA	NA
2.32	0.12	1.1	0.27526	0.552259	1.22	0.27526	0	NA	NA	NA
1.23	0.077	1.11	0.27122	0.548316	1.24	0.27122	0	NA	NA	NA
2.84	0.136	1.08	0.28719	0.56431	1.16	0.28719	0	NA	NA	NA
2.6	-0.113	-1.05	0.30085	0.578209	1.09	0.30085	0	NA	NA	NA
2.01	-0.077	-0.73	0.46587	0.716	0.54	0.46587	0	NA	NA	NA
2.66	-0.409	-1.71	0.09282	0.309119	2.94	0.09282	0	NA	NA	NA
2.99	-0.126	-0.98	0.33322	0.608654	0.96	0.33322	0	NA	NA	NA
2.03	-0.247	-1.54	0.13096	0.371454	2.36	0.13096	0	NA	NA	NA
4.29	-0.046	-0.54	0.58947	0.800745	0.3	0.58947	0	NA	NA	NA
1.15	-0.056	-0.76	0.45386	0.70797	0.57	0.45386	0	NA	NA	NA
2.1	-0.095	-0.95	0.34611	0.620756	0.91	0.34611	0	NA	NA	NA
1.42	-0.249	-2.38	0.02142	0.137643	5.65	0.02142	0	NA	NA	NA
1.63	0.011	0.13	0.89529	0.959518	0.02	0.89529	0	NA	NA	NA
1.71	0.132	1.82	0.07562	0.277302	3.3	0.07562	0	NA	NA	NA
5.12	0.55	2.32	0.02437	0.148014	5.4	0.02437	0	NA	NA	NA
1.8	-0.011	-0.12	0.90501	0.963324	0.01	0.90501	0	NA	NA	NA
1.43	0.069	0.83	0.40793	0.67297	0.7	0.40793	0	NA	NA	NA
1.89	0.017	0.19	0.84764	0.936772	0.04	0.84764	0	NA	NA	NA
1.95	-0.243	-2.34	0.02364	0.145528	5.46	0.02364	0	NA	NA	NA
2.03	0.155	1.15	0.25755	0.533719	1.31	0.25755	0	NA	NA	NA
1.89	0.308	3.02	0.00404	0.053127	9.1	0.00404	0	NA	NA	NA
2.18	-0.189	-1.6	0.1167	0.348833	2.55	0.1167	0	NA	NA	NA
1.22	0.021	0.3	0.76863	0.899782	0.09	0.76863	0	NA	NA	NA
1.88	0.196	1.84	0.07113	0.268731	3.4	0.07113	0	NA	NA	NA
2.08	-0.121	-1.16	0.25283	0.528753	1.34	0.25283	0	NA	NA	NA
2.02	-0.031	-0.27	0.78892	0.909501	0.07	0.78892	0	NA	NA	NA
5.96	-0.089	-0.21	0.8309	0.92926	0.05	0.8309	0	ILMN_1875096	121838	LINC00284
1.37	-0.092	-1.05	0.30002	0.577238	1.1	0.30002	0	NA	NA	NA
1.56	0.165	2.02	0.04906	0.21829	4.07	0.04906	0	NA	NA	NA
2.18	-0.243	-1.35	0.18328	0.444253	1.82	0.18328	0	NA	NA	NA
1.81	0.025	0.26	0.79336	0.911294	0.07	0.79336	0	NA	NA	NA
1.16	-0.057	-0.79	0.43478	0.693976	0.62	0.43478	0	NA	NA	NA
1.55	0.03	0.26	0.79868	0.913549	0.07	0.79868	0	NA	NA	NA
2.72	0.47	4.7	2e-05	0.002349	22.13	2e-05	1	NA	NA	NA
1.31	0.055	0.8	0.42868	0.689531	0.64	0.42868	0	NA	NA	NA
2.79	0.046	0.29	0.77492	0.902653	0.08	0.77492	0	NA	NA	NA
2.86	-0.038	-0.36	0.71858	0.87327	0.13	0.71858	0	NA	NA	NA
1.7	-0.042	-0.33	0.74123	0.885292	0.11	0.74123	0	NA	NA	NA
1.74	0.11	1.08	0.28498	0.562325	1.17	0.28498	0	NA	NA	NA
1.61	-0.09	-1.15	0.25566	0.531812	1.32	0.25566	0	NA	NA	NA
2.62	0.713	2.75	0.00827	0.07915	7.58	0.00827	0	NA	NA	NA
1.69	0.198	2.5	0.01593	0.116381	6.24	0.01593	0	NA	NA	NA
1.11	-0.106	-1.84	0.07202	0.270145	3.38	0.07202	0	NA	NA	NA
1.53	-0.019	-0.22	0.82453	0.926401	0.05	0.82453	0	ILMN_1824556	100144602	EPHA5-AS1
3.04	0.07	0.26	0.79373	0.911416	0.07	0.79373	0	ILMN_1883267	401093	MBNL1-AS1
1.33	-0.072	-1.06	0.29596	0.57293	1.12	0.29596	0	NA	NA	NA
3.18	-0.341	-2.98	0.00446	0.056134	8.89	0.00446	0	NA	NA	NA
2.09	0.285	2.58	0.01297	0.103467	6.65	0.01297	0	NA	NA	NA
1.24	0.044	0.58	0.56569	0.785448	0.33	0.56569	0	NA	NA	NA
1.36	0.093	1.3	0.20012	0.467544	1.69	0.20012	0	NA	NA	NA
2.35	0.009	0.1	0.92052	0.969582	0.01	0.92052	0	NA	NA	NA
2.32	-0.239	-1.1	0.27873	0.555693	1.2	0.27873	0	NA	NA	NA
2.17	0.011	0.09	0.92747	0.97244	0.01	0.92747	0	NA	NA	NA
1.38	-0.075	-1.21	0.23218	0.505749	1.46	0.23218	0	NA	NA	NA
1.94	-0.057	-0.56	0.58132	0.796066	0.31	0.58132	0	NA	NA	NA
1.83	-0.11	-1.1	0.27839	0.555481	1.2	0.27839	0	NA	NA	NA
1.62	0.16	1.79	0.07912	0.284078	3.22	0.07912	0	NA	NA	NA
1.36	0.063	0.91	0.36476	0.636764	0.84	0.36476	0	NA	NA	NA
5.15	-0.086	-1.3	0.19881	0.46595	1.7	0.19881	0	NA	NA	NA
1.92	-0.004	-0.04	0.96498	0.987146	0	0.96498	0	NA	NA	NA
1.55	0.025	0.37	0.71058	0.869156	0.14	0.71058	0	NA	NA	NA
1.85	-0.009	-0.09	0.92917	0.973173	0.01	0.92917	0	NA	NA	NA
2.17	-0.14	-1.2	0.2373	0.511683	1.43	0.2373	0	NA	NA	NA
2.17	-0.024	-0.22	0.82604	0.927064	0.05	0.82604	0	NA	NA	NA
1.45	0.062	0.76	0.44919	0.704854	0.58	0.44919	0	NA	NA	NA
1.47	-0.036	-0.59	0.56022	0.782054	0.34	0.56022	0	NA	NA	NA
1.69	-0.19	-2.26	0.02838	0.16192	5.1	0.02838	0	NA	NA	NA
1.75	-0.012	-0.15	0.88512	0.954653	0.02	0.88512	0	NA	NA	NA
1.39	-0.35	-2.19	0.03368	0.177819	4.78	0.03368	0	NA	NA	NA
2.76	-0.127	-0.81	0.42106	0.683033	0.66	0.42106	0	NA	NA	NA
7.21	-0.035	-0.29	0.77551	0.902923	0.08	0.77551	0	ILMN_1858599	375287	RBM43
9.77	0.066	0.42	0.67866	0.851015	0.17	0.67866	0	NA	NA	NA
1.42	0.232	2.86	0.00615	0.067161	8.2	0.00615	0	NA	NA	NA
2.12	0.14	1.35	0.18301	0.443915	1.82	0.18301	0	NA	NA	NA
1.52	-0.031	-0.33	0.74547	0.887744	0.11	0.74547	0	NA	NA	NA
2.58	-0.199	-0.89	0.37597	0.645795	0.8	0.37597	0	NA	NA	NA
1.49	-0.054	-0.66	0.51101	0.748048	0.44	0.51101	0	NA	NA	NA
2.66	-0.04	-0.37	0.71215	0.869994	0.14	0.71215	0	NA	NA	NA
2.52	-0.232	-1.79	0.07907	0.28402	3.22	0.07907	0	NA	NA	NA
2.31	-0.029	-0.26	0.79231	0.910974	0.07	0.79231	0	NA	NA	NA
1.81	-0.017	-0.11	0.90937	0.964939	0.01	0.90937	0	NA	NA	NA
1.61	-0.228	-3.18	0.00259	0.041209	10.08	0.00259	-1	NA	NA	NA
1.75	-0.178	-1.44	0.15738	0.410086	2.06	0.15738	0	NA	NA	NA
2.53	0.106	0.99	0.32848	0.604466	0.97	0.32848	0	NA	NA	NA
3.97	-0.609	-4.97	1e-05	0.001379	24.72	1e-05	-1	NA	NA	NA
2.24	-0.26	-2.35	0.02282	0.142689	5.53	0.02282	0	NA	NA	NA
1.91	0.111	0.86	0.3932	0.660557	0.74	0.3932	0	NA	NA	NA
1.54	0.118	1.37	0.17629	0.435563	1.88	0.17629	0	NA	NA	NA
1.46	0.075	0.92	0.36056	0.63367	0.85	0.36056	0	NA	NA	NA
1.82	-0.081	-0.97	0.33699	0.612301	0.94	0.33699	0	NA	NA	NA
1.63	-0.076	-0.88	0.38071	0.649622	0.78	0.38071	0	NA	NA	NA
1.49	0.003	0.03	0.97539	0.991069	0	0.97539	0	NA	NA	NA
1.33	-0.221	-2.78	0.00768	0.076	7.73	0.00768	0	NA	NA	NA
3.61	-0.211	-1.69	0.09644	0.315059	2.87	0.09644	0	NA	NA	NA
2.26	-0.218	-1.71	0.09283	0.309119	2.94	0.09283	0	NA	NA	NA
1.62	0.041	0.46	0.64738	0.834148	0.21	0.64738	0	NA	NA	NA
2.62	-0.192	-0.72	0.47399	0.722295	0.52	0.47399	0	NA	NA	NA
2.95	-0.156	-1.45	0.15421	0.405695	2.09	0.15421	0	NA	NA	NA
2.33	-0.341	-2.8	0.00735	0.074172	7.82	0.00735	0	NA	NA	NA
2.12	-0.095	-0.9	0.37131	0.641826	0.81	0.37131	0	NA	NA	NA
1.52	-0.081	-0.79	0.43377	0.693038	0.62	0.43377	0	NA	NA	NA
1.2	0.084	1.16	0.25148	0.527511	1.35	0.25148	0	NA	NA	NA
1.78	0.175	1.8	0.07803	0.28219	3.24	0.07803	0	NA	NA	NA
1.2	0.081	1.24	0.22236	0.494021	1.53	0.22236	0	NA	NA	NA
2.38	-0.348	-2.53	0.0145	0.110106	6.43	0.0145	0	NA	NA	NA
1.14	0.073	1.03	0.30646	0.584085	1.07	0.30646	0	NA	NA	NA
1.94	-0.023	-0.28	0.78209	0.90587	0.08	0.78209	0	NA	NA	NA
2.2	0.176	1.71	0.09348	0.310107	2.93	0.09348	0	NA	NA	NA
1.93	-0.272	-2.51	0.01543	0.114349	6.3	0.01543	0	NA	NA	NA
1.23	-0.069	-1.06	0.29618	0.573223	1.12	0.29618	0	NA	NA	NA
1.84	0.171	1.94	0.05765	0.238807	3.78	0.05765	0	NA	NA	NA
2.45	0.139	0.47	0.63999	0.829693	0.22	0.63999	0	NA	NA	NA
1.91	0.188	2.01	0.05017	0.221366	4.03	0.05017	0	NA	NA	NA
1.35	-0.137	-2.08	0.04287	0.203403	4.32	0.04287	0	NA	NA	NA
1.45	-0.016	-0.23	0.81602	0.922626	0.05	0.81602	0	NA	NA	NA
1.63	-0.152	-1.28	0.20562	0.473331	1.65	0.20562	0	NA	NA	NA
4.36	-0.748	-4.93	1e-05	0.001484	24.3	1e-05	-1	NA	NA	NA
1.51	-0.052	-0.61	0.54415	0.771435	0.37	0.54415	0	NA	NA	NA
1.76	-0.017	-0.2	0.84566	0.936048	0.04	0.84566	0	NA	NA	NA
1.87	0.224	2.44	0.01816	0.125434	5.98	0.01816	0	NA	NA	NA
