A	Coef	t	p.value	p.value.adj	F	F.p.value	PEvsC	Genes.PROBEID	Genes.ENTREZID	Genes.SYMBOL
1.45	-0.168	-1.84	0.06997	0.500147	3.4	0.06997	0	NA	NA	NA
1.88	0.102	1.06	0.29273	0.790471	1.13	0.29273	0	NA	NA	NA
1.27	-0.02	-0.24	0.81062	0.970489	0.06	0.81062	0	NA	NA	NA
11.95	-0.329	-2.85	0.00598	0.156013	8.11	0.00598	0	ILMN_1695339	6035	RNASE1
2.59	-0.192	-1.08	0.28602	0.785466	1.16	0.28602	0	NA	NA	NA
1.28	-0.041	-0.51	0.61214	0.925257	0.26	0.61214	0	NA	NA	NA
1.6	0.058	0.55	0.58182	0.916091	0.31	0.58182	0	NA	NA	NA
1.64	0.077	0.83	0.40705	0.850942	0.7	0.40705	0	NA	NA	NA
1.65	0.126	1.59	0.11619	0.598072	2.54	0.11619	0	NA	NA	NA
2.05	0.072	0.71	0.48136	0.880966	0.5	0.48136	0	NA	NA	NA
1.22	-0.014	-0.18	0.86062	0.978996	0.03	0.86062	0	NA	NA	NA
1.85	-0.053	-0.57	0.56842	0.912042	0.33	0.56842	0	ILMN_1703081	59352	LGR6
1.48	0.089	1.07	0.29026	0.789063	1.14	0.29026	0	NA	NA	NA
1.87	-0.033	-0.25	0.80549	0.969544	0.06	0.80549	0	ILMN_1700353	7189	TRAF6
8.64	-0.068	-0.61	0.54394	0.904791	0.37	0.54394	0	ILMN_1728887	10298	PAK4
3.67	-0.049	-0.2	0.84513	0.975903	0.04	0.84513	0	ILMN_1779257	958	CD40
1.53	-0.241	-2.92	0.00484	0.137503	8.54	0.00484	0	NA	NA	NA
2.24	-0.178	-1.29	0.20347	0.714973	1.65	0.20347	0	ILMN_1760374	925	CD8A
8.04	-0.006	-0.07	0.94105	0.992117	0.01	0.94105	0	ILMN_1778500	2110	ETFDH
4.05	-0.031	-0.23	0.8226	0.973067	0.05	0.8226	0	NA	NA	NA
1.39	-0.014	-0.18	0.86036	0.9789	0.03	0.86036	0	NA	NA	NA
2.51	-0.268	-1.32	0.19198	0.705517	1.74	0.19198	0	ILMN_1744118	23245	ASTN2
1.75	0.154	1.65	0.10302	0.575254	2.74	0.10302	0	NA	NA	NA
1.51	0.018	0.21	0.83177	0.974107	0.05	0.83177	0	NA	NA	NA
3.37	0.28	1.62	0.11019	0.586746	2.63	0.11019	0	ILMN_1790100	220042	DDIAS
1.38	-0.127	-1.61	0.11147	0.588871	2.61	0.11147	0	ILMN_1853224	81697	OR2B2
2.75	-0.167	-1.31	0.195	0.708743	1.72	0.195	0	ILMN_1675429	64750	SMURF2
1.55	-0.115	-1.63	0.10873	0.58396	2.65	0.10873	0	NA	NA	NA
3.38	0.203	1.02	0.31311	0.802475	1.03	0.31311	0	NA	NA	NA
1.25	0.042	0.61	0.54671	0.905583	0.37	0.54671	0	ILMN_1711720	374470	C12orf42
4.07	0.148	0.87	0.38994	0.841749	0.75	0.38994	0	ILMN_1708987	374875	HSD11B1L
1.53	-0.032	-0.47	0.64036	0.932267	0.22	0.64036	0	NA	NA	NA
1.65	0.047	0.51	0.61134	0.925257	0.26	0.61134	0	NA	NA	NA
7.07	-0.208	-1.8	0.07719	0.51954	3.23	0.07719	0	NA	NA	NA
2.11	-0.073	-0.89	0.37945	0.835713	0.78	0.37945	0	NA	NA	NA
2.31	0.102	0.93	0.35773	0.825275	0.86	0.35773	0	ILMN_1810385	545	ATR
1.85	0.233	2.28	0.02582	0.325151	5.22	0.02582	0	ILMN_1678513	388567	ZNF749
2.72	-0.092	-0.59	0.56031	0.909204	0.34	0.56031	0	ILMN_1760247	970	CD70
1.98	-0.216	-1.87	0.06571	0.489376	3.51	0.06571	0	ILMN_1819640	11249	NXPH2
1.79	-0.023	-0.22	0.82694	0.973606	0.05	0.82694	0	NA	NA	NA
9.35	-0.362	-2.16	0.03471	0.373284	4.66	0.03471	0	ILMN_1688437	27430	MAT2B
2.69	0.001	0.01	0.99318	0.999234	0	0.99318	0	ILMN_1691334	51314	NME8
1.24	-0.052	-0.82	0.41371	0.853052	0.68	0.41371	0	NA	NA	NA
1.35	0.04	0.66	0.51291	0.893952	0.43	0.51291	0	NA	NA	NA
1.45	0.039	0.54	0.58821	0.917836	0.3	0.58821	0	NA	NA	NA
2.15	0.151	1.33	0.18819	0.701113	1.77	0.18819	0	NA	NA	NA
11.07	0.084	0.76	0.44735	0.86794	0.58	0.44735	0	ILMN_1811702	2896	GRN
2.54	-0.131	-0.98	0.33264	0.812135	0.95	0.33264	0	NA	NA	NA
1.63	0.123	1.66	0.10191	0.573197	2.76	0.10191	0	ILMN_1750902	57151	LYZL6
4.92	-0.476	-1.63	0.10846	0.583428	2.65	0.10846	0	ILMN_1665372	5349	FXYD3
1.31	-0.022	-0.34	0.73283	0.953816	0.12	0.73283	0	NA	NA	NA
3.34	-0.106	-0.53	0.59835	0.921917	0.28	0.59835	0	ILMN_1728059	118433 /// 284593	RPL23AP7 /// FAM41C
1.64	0.109	1.33	0.1893	0.701796	1.76	0.1893	0	ILMN_1697830	931	MS4A1
2.32	0.307	2.3	0.02501	0.319774	5.28	0.02501	0	NA	NA	NA
1.41	0.106	0.97	0.33814	0.81637	0.93	0.33814	0	ILMN_1673099	26095	PTPN20
1.41	0.026	0.35	0.72496	0.952021	0.12	0.72496	0	NA	NA	NA
1.56	0.061	0.74	0.46472	0.874607	0.54	0.46472	0	NA	NA	NA
1.18	-0.018	-0.25	0.80027	0.968142	0.06	0.80027	0	ILMN_1697251	84163 /// 389524 /// 401375	GTF2IRD2 /// GTF2IRD2B /// GTF2IRD2P1
8.94	-0.635	-1.24	0.22057	0.732755	1.53	0.22057	0	ILMN_1696911	2495	FTH1
1.94	0.114	1.06	0.29208	0.790004	1.13	0.29208	0	NA	NA	NA
4.01	0.237	1.21	0.23258	0.740586	1.45	0.23258	0	ILMN_1684690	79885	HDAC11
1.96	0.151	1.28	0.2048	0.716729	1.64	0.2048	0	ILMN_1759848	23563	CHST5
1.46	0.111	1.62	0.10964	0.585633	2.63	0.10964	0	NA	NA	NA
1.36	0.129	1.98	0.05258	0.449158	3.91	0.05258	0	NA	NA	NA
2.07	0.054	0.43	0.66668	0.937635	0.19	0.66668	0	NA	NA	NA
2.82	-0.307	-2.1	0.0398	0.397943	4.41	0.0398	0	ILMN_1700563	79818	ZNF552
1.61	-0.078	-1.04	0.30101	0.796341	1.09	0.30101	0	NA	NA	NA
1.75	0.194	2.11	0.03868	0.39341	4.46	0.03868	0	ILMN_1677018	3201	HOXA4
1.88	0.003	0.03	0.97923	0.998267	0	0.97923	0	NA	NA	NA
1.23	-0.146	-2.48	0.01573	0.257557	6.17	0.01573	0	NA	NA	NA
1.41	0.15	1.59	0.11617	0.598072	2.54	0.11617	0	NA	NA	NA
6.43	-0.09	-0.81	0.42106	0.856803	0.66	0.42106	0	NA	NA	NA
3.14	-0.124	-0.69	0.49098	0.885229	0.48	0.49098	0	ILMN_1705449	26974	ZNF285
1.94	-0.177	-2.24	0.02895	0.343516	5	0.02895	0	NA	NA	NA
2.1	-0.088	-0.87	0.38907	0.841234	0.75	0.38907	0	NA	NA	NA
8.72	0.123	1.19	0.23827	0.745991	1.42	0.23827	0	ILMN_1687675	10910	SUGT1
2.39	-0.036	-0.25	0.80573	0.969544	0.06	0.80573	0	NA	NA	NA
2.19	-0.018	-0.15	0.88169	0.982899	0.02	0.88169	0	NA	NA	NA
1.57	0.164	2.15	0.03582	0.379283	4.61	0.03582	0	ILMN_1659202	8708	B3GALT1
1.43	-0.05	-0.61	0.54706	0.905662	0.37	0.54706	0	ILMN_1798046	2561	GABRB2
1.44	0.076	0.96	0.34325	0.818729	0.91	0.34325	0	NA	NA	NA
2.09	0.024	0.2	0.83869	0.975736	0.04	0.83869	0	ILMN_1803033	4257	MGST1
2.08	0.157	1.47	0.1475	0.649955	2.15	0.1475	0	NA	NA	NA
6.29	0.434	2.97	0.00424	0.126191	8.82	0.00424	0	ILMN_1717195	8932	MBD2
4.64	0.202	0.86	0.39301	0.84307	0.74	0.39301	0	ILMN_1658677	196403	DTX3
4.76	0.211	1.14	0.26038	0.764903	1.29	0.26038	0	ILMN_1805150	201229	LYRM9
2.83	0.049	0.34	0.73508	0.954354	0.12	0.73508	0	NA	NA	NA
2.05	-0.228	-1.49	0.14208	0.64133	2.21	0.14208	0	NA	NA	NA
2.42	-0.084	-0.62	0.53848	0.90291	0.38	0.53848	0	ILMN_1803782	146227	BEAN1
1.72	-0.06	-0.83	0.40813	0.851285	0.69	0.40813	0	NA	NA	NA
6.04	0.455	2.25	0.02823	0.340122	5.05	0.02823	0	ILMN_1740024	10003	NAALAD2
1.31	0.097	1.58	0.11965	0.604617	2.49	0.11965	0	NA	NA	NA
2.1	-0.216	-1.61	0.11359	0.59356	2.58	0.11359	0	NA	NA	NA
5.92	-0.417	-3.15	0.0025	0.091916	9.94	0.0025	0	ILMN_1662843	963	CD53
1.56	-0.048	-0.61	0.54384	0.904732	0.37	0.54384	0	NA	NA	NA
1.85	-0.042	-0.48	0.62982	0.930026	0.23	0.62982	0	NA	NA	NA
1.3	0.094	1.33	0.18927	0.701776	1.76	0.18927	0	NA	NA	NA
1.4	-0.136	-1.99	0.0514	0.444356	3.95	0.0514	0	NA	NA	NA
1.51	0.15	2.09	0.04074	0.402022	4.37	0.04074	0	ILMN_1674543	127062	OR2M3
2.78	0.555	2.48	0.01582	0.258534	6.16	0.01582	0	ILMN_1794040	29126	CD274
1.81	0.279	2.56	0.01278	0.23468	6.58	0.01278	0	ILMN_1681457	219469	OR8H1
3.42	0.014	0.06	0.95234	0.993934	0	0.95234	0	NA	NA	NA
2.17	0.149	1.38	0.17124	0.682059	1.92	0.17124	0	ILMN_1742246	390259	BSX
10.3	-0.185	-2.35	0.02212	0.304586	5.51	0.02212	0	ILMN_1718924	2108	ETFA
1.57	0.054	0.65	0.51915	0.896486	0.42	0.51915	0	NA	NA	NA
2.35	0.133	1.06	0.29359	0.791057	1.12	0.29359	0	NA	NA	NA
4.58	-0.113	-0.35	0.72679	0.952535	0.12	0.72679	0	ILMN_1778951	51250	C6orf203
4.79	0.161	0.67	0.50228	0.88943	0.46	0.50228	0	ILMN_1815705	54585	LZTFL1
3.03	0.244	1.39	0.16853	0.678802	1.94	0.16853	0	ILMN_1652913	2146	EZH2
1.62	-0.027	-0.28	0.77773	0.962547	0.08	0.77773	0	ILMN_1875735	100506489	LOC100506489
8.98	-0.219	-1.48	0.14313	0.642455	2.2	0.14313	0	ILMN_1742332	115207	KCTD12
1.67	0.009	0.11	0.91227	0.988121	0.01	0.91227	0	NA	NA	NA
2.12	0.042	0.34	0.73417	0.953816	0.12	0.73417	0	NA	NA	NA
1.41	-0.073	-1.09	0.27911	0.780898	1.19	0.27911	0	ILMN_1661444	440078	FAM66C
2.02	-0.069	-0.7	0.48605	0.882942	0.49	0.48605	0	ILMN_1671356	51004	COQ6
5.7	0.277	2.85	0.00599	0.156084	8.1	0.00599	0	ILMN_1809963	55316	RSAD1
1.72	0.055	0.44	0.66166	0.937454	0.19	0.66166	0	NA	NA	NA
1.47	-0.078	-0.72	0.47439	0.8784	0.52	0.47439	0	NA	NA	NA
7.29	-0.136	-2.24	0.02844	0.341388	5.04	0.02844	0	ILMN_1771637	5496	PPM1G
8.23	-0.108	-1.53	0.13148	0.625689	2.34	0.13148	0	ILMN_1783156	5606	MAP2K3
3.8	0.447	2.87	0.00554	0.148931	8.26	0.00554	0	ILMN_1737208	4909	NTF4
3.32	-0.124	-0.58	0.56168	0.909853	0.34	0.56168	0	ILMN_1693481	492	ATP2B3
1.25	0.044	0.61	0.54611	0.90548	0.37	0.54611	0	ILMN_1743570	1084	CEACAM3
1.48	0.002	0.02	0.98165	0.998496	0	0.98165	0	ILMN_1673234	10343	PKDREJ
1.83	0.056	0.79	0.43431	0.863134	0.62	0.43431	0	ILMN_1703776	129684	CNTNAP5
1.73	0.083	0.77	0.44639	0.867495	0.59	0.44639	0	ILMN_1697431	728882	FAM182B
5.13	-0.13	-0.3	0.76865	0.961195	0.09	0.76865	0	ILMN_1755075	3422	IDI1
10.87	-0.05	-0.79	0.43169	0.862175	0.63	0.43169	0	ILMN_1806017	5720	PSME1
2.22	0.075	0.75	0.45766	0.871599	0.56	0.45766	0	NA	NA	NA
2.05	0.097	0.74	0.46159	0.873555	0.55	0.46159	0	ILMN_1664463	64864	RFX7
1.48	0.086	1.29	0.20055	0.712438	1.67	0.20055	0	NA	NA	NA
9.98	-0.234	-1.38	0.1721	0.683159	1.91	0.1721	0	ILMN_1740252	4735	SEPT2
1.96	0.072	0.58	0.56405	0.910566	0.34	0.56405	0	NA	NA	NA
1.94	-0.198	-2.15	0.03529	0.377058	4.63	0.03529	0	ILMN_1775496	5948	RBP2
1.46	0.168	2.01	0.04866	0.434502	4.05	0.04866	0	ILMN_1738843	23617	TSSK2
2.55	0.024	0.16	0.87163	0.981152	0.03	0.87163	0	NA	NA	NA
1.91	0.144	1.65	0.10305	0.575254	2.74	0.10305	0	ILMN_1722826	126326	GIPC3
1.79	0.13	1.33	0.1885	0.70148	1.77	0.1885	0	NA	NA	NA
1.81	-0.07	-0.56	0.57977	0.915483	0.31	0.57977	0	NA	NA	NA
1.82	0.002	0.02	0.98536	0.998592	0	0.98536	0	ILMN_1813075	121549	ASCL4
6.44	0.075	0.93	0.35611	0.82499	0.86	0.35611	0	ILMN_1730260	221143	EEF1AKMT1
9.07	-0.03	-0.52	0.60663	0.923863	0.27	0.60663	0	ILMN_1664931	2961	GTF2E2
9.5	-0.149	-1.13	0.26386	0.767883	1.27	0.26386	0	ILMN_1807735	1859	DYRK1A
1.24	0.033	0.59	0.55634	0.908343	0.35	0.55634	0	NA	NA	NA
11.12	0.074	0.88	0.38381	0.838246	0.77	0.38381	0	ILMN_1803846	10209	EIF1
9.86	0.213	1.57	0.12236	0.609899	2.45	0.12236	0	ILMN_1683313	6482	ST3GAL1
1.71	-0.004	-0.04	0.9658	0.996356	0	0.9658	0	NA	NA	NA
1.49	0.009	0.11	0.91458	0.988609	0.01	0.91458	0	NA	NA	NA
2.22	0.191	1.57	0.12105	0.608088	2.47	0.12105	0	NA	NA	NA
4.61	0.255	1.22	0.22872	0.738181	1.48	0.22872	0	ILMN_1783276	91624	NEXN
1.78	0.03	0.3	0.76836	0.961075	0.09	0.76836	0	NA	NA	NA
1.63	0.164	1.73	0.08785	0.543555	3.01	0.08785	0	NA	NA	NA
1.55	0.081	1.06	0.29202	0.789967	1.13	0.29202	0	NA	NA	NA
1.67	-0.064	-0.66	0.51395	0.894601	0.43	0.51395	0	ILMN_1659430	9659	PDE4DIP
1.44	-0.052	-0.66	0.50878	0.891717	0.44	0.50878	0	NA	NA	NA
2.37	-0.217	-1.48	0.14474	0.64579	2.18	0.14474	0	ILMN_1664063	199786	FAM129C
2.3	0.153	1.3	0.19686	0.709622	1.7	0.19686	0	NA	NA	NA
1.23	-0.042	-0.68	0.49877	0.887855	0.46	0.49877	0	ILMN_1683107	783	CACNB2
1.8	-0.11	-1.35	0.18054	0.692204	1.83	0.18054	0	NA	NA	NA
2.3	0.132	0.93	0.35444	0.823976	0.87	0.35444	0	NA	NA	NA
1.73	0.069	0.55	0.58258	0.916346	0.31	0.58258	0	ILMN_1803402	10400	PEMT
1.7	-0.052	-0.53	0.59993	0.922506	0.28	0.59993	0	NA	NA	NA
1.85	-0.145	-1.3	0.19939	0.71143	1.68	0.19939	0	ILMN_1725650	51187	RSL24D1
2.53	-0.128	-0.7	0.48585	0.882923	0.49	0.48585	0	NA	NA	NA
7.77	-0.678	-2.04	0.04613	0.424919	4.14	0.04613	0	ILMN_1875096	121838	LINC00284
1.88	-0.189	-2.52	0.01443	0.247201	6.34	0.01443	0	NA	NA	NA
1.4	-0.047	-0.65	0.52014	0.896671	0.42	0.52014	0	ILMN_1801619	645974	PABPC1L2B
2.08	0.102	1.01	0.31458	0.802887	1.03	0.31458	0	NA	NA	NA
1.27	-0.021	-0.29	0.77493	0.962352	0.08	0.77493	0	NA	NA	NA
4.11	-0.616	-3.57	0.00071	0.045127	12.71	0.00071	-1	ILMN_1690077	5494	PPM1A
2.6	-0.223	-1.68	0.09747	0.564343	2.83	0.09747	0	ILMN_1799796	22894	DIS3
2.15	0.009	0.09	0.92908	0.99092	0.01	0.92908	0	NA	NA	NA
1.44	-0.068	-0.89	0.37496	0.833434	0.8	0.37496	0	NA	NA	NA
2.07	0.05	0.43	0.66572	0.937588	0.19	0.66572	0	ILMN_1721978	84433	CARD11
1.66	-0.002	-0.02	0.98744	0.998606	0	0.98744	0	NA	NA	NA
1.87	-0.021	-0.2	0.84602	0.975903	0.04	0.84602	0	NA	NA	NA
1.26	-0.006	-0.09	0.92574	0.990423	0.01	0.92574	0	ILMN_1663574	27039	PKD2L2
1.52	0.242	2.39	0.02005	0.290804	5.7	0.02005	0	ILMN_1808217	151242	PPP1R1C
3.14	-0.139	-0.76	0.45181	0.868772	0.57	0.45181	0	ILMN_1684629	26074	CFAP61
2.84	-0.119	-0.69	0.49214	0.885658	0.48	0.49214	0	NA	NA	NA
3.22	0.172	0.77	0.44237	0.865713	0.6	0.44237	0	ILMN_1791095	256394	SERPINA11
1.25	-0.028	-0.42	0.67468	0.94058	0.18	0.67468	0	NA	NA	NA
2.34	-0.124	-1.04	0.30441	0.79765	1.07	0.30441	0	NA	NA	NA
1.6	0.087	1.23	0.22518	0.735985	1.5	0.22518	0	NA	NA	NA
6.77	-0.006	-0.09	0.92705	0.990717	0.01	0.92705	0	ILMN_1737050	387338	NSUN4
1.68	0.048	0.51	0.60853	0.924578	0.27	0.60853	0	NA	NA	NA
2.63	-0.121	-0.53	0.59739	0.921355	0.28	0.59739	0	ILMN_1685934	7379	UPK2
1.98	-0.027	-0.26	0.79736	0.967695	0.07	0.79736	0	NA	NA	NA
2.3	-0.104	-0.78	0.43797	0.864531	0.61	0.43797	0	ILMN_1763363	7551	ZNF3
5.14	0.432	1.98	0.05179	0.445561	3.93	0.05179	0	ILMN_1769721	80320	SP6
6.05	0.23	1.33	0.18736	0.699529	1.78	0.18736	0	ILMN_1743013	120425	JAML
1.56	0.2	2.87	0.00555	0.148984	8.26	0.00555	0	ILMN_1662629	10407	SPAG11B
2.21	0.029	0.25	0.80622	0.969635	0.06	0.80622	0	ILMN_1778408	285492	LINC00955
1.53	-0.099	-1.12	0.26856	0.771311	1.25	0.26856	0	ILMN_1716224	134429	STARD4
2.36	0.292	2.28	0.02618	0.32723	5.19	0.02618	0	NA	NA	NA
1.69	-0.167	-1.94	0.05736	0.464649	3.75	0.05736	0	NA	NA	NA
1.78	0.036	0.49	0.62878	0.929821	0.24	0.62878	0	NA	NA	NA
2.3	0.09	0.81	0.42118	0.856827	0.66	0.42118	0	NA	NA	NA
1.45	-0.007	-0.08	0.9335	0.99138	0.01	0.9335	0	ILMN_1784556	83740 /// 474381 /// 474382	H2AFB3 /// H2AFB2 /// H2AFB1
1.61	0.169	2.11	0.03884	0.394191	4.46	0.03884	0	NA	NA	NA
1.55	0.065	0.82	0.41593	0.8539	0.67	0.41593	0	ILMN_1680904	4825	NKX6-1
2.24	0.047	0.48	0.63545	0.931889	0.23	0.63545	0	NA	NA	NA
1.79	0.058	0.76	0.45052	0.86867	0.58	0.45052	0	NA	NA	NA
1.32	-0.015	-0.25	0.80633	0.969635	0.06	0.80633	0	ILMN_1689426	3200	HOXA3
1.53	-0.024	-0.34	0.73854	0.955027	0.11	0.73854	0	NA	NA	NA
3.88	-0.121	-0.38	0.70196	0.947009	0.15	0.70196	0	ILMN_1755222	79886	CAAP1
1.5	0.081	1.08	0.28314	0.783943	1.17	0.28314	0	NA	NA	NA
1.91	0.124	1.3	0.1974	0.709763	1.7	0.1974	0	NA	NA	NA
1.13	-0.02	-0.31	0.75598	0.959274	0.1	0.75598	0	ILMN_1666090	93377	OPALIN
5.58	-0.014	-0.06	0.95014	0.99346	0	0.95014	0	ILMN_1796801	10351	ABCA8
1.46	-0.015	-0.21	0.83346	0.97453	0.04	0.83346	0	NA	NA	NA
1.77	-0.131	-1.25	0.21663	0.728299	1.56	0.21663	0	NA	NA	NA
1.7	0.001	0.01	0.9907	0.998944	0	0.9907	0	NA	NA	NA
2.89	0.276	1.83	0.0724	0.50804	3.34	0.0724	0	ILMN_1777870	92359	CRB3
3.51	0.026	0.13	0.8958	0.984711	0.02	0.8958	0	ILMN_1728645	50861	STMN3
2	0.382	1.52	0.13255	0.627433	2.32	0.13255	0	ILMN_1805938	13	AADAC
1.6	-0.033	-0.32	0.7535	0.958588	0.1	0.7535	0	ILMN_1656144	9261	MAPKAPK2
1.53	0.01	0.11	0.91614	0.988706	0.01	0.91614	0	NA	NA	NA
1.49	-0.053	-0.61	0.54677	0.905651	0.37	0.54677	0	ILMN_1652175	83901	KRTAP9-8
10.52	-0.129	-2.31	0.02445	0.317208	5.32	0.02445	0	ILMN_1692770	23367	LARP1
2.13	0.256	1.26	0.21411	0.725402	1.58	0.21411	0	NA	NA	NA
1.79	0.085	0.79	0.43492	0.86318	0.62	0.43492	0	NA	NA	NA
1.72	-0.043	-0.46	0.6453	0.933607	0.21	0.6453	0	ILMN_1661929	27328	PCDH11X
5.51	-0.166	-1.12	0.26754	0.770438	1.25	0.26754	0	NA	NA	NA
8.32	0.021	0.34	0.73742	0.954942	0.11	0.73742	0	ILMN_1791896	9166	EBAG9
1.52	0.029	0.34	0.733	0.953816	0.12	0.733	0	NA	NA	NA
4.28	0.091	0.76	0.44918	0.868648	0.58	0.44918	0	ILMN_1678537	5287	PIK3C2B
1.38	-0.07	-0.96	0.34076	0.817081	0.92	0.34076	0	NA	NA	NA
1.93	0.107	0.78	0.4355	0.863445	0.62	0.4355	0	ILMN_1806892	400236	FOXN3-AS1
1.58	0.003	0.03	0.97772	0.997955	0	0.97772	0	ILMN_1662824	8174	MADCAM1
2.41	-0.081	-0.65	0.52056	0.896671	0.42	0.52056	0	ILMN_1740383	4901	NRL
1.83	0.219	2.54	0.01371	0.243196	6.44	0.01371	0	NA	NA	NA
3.55	-0.352	-1.28	0.20365	0.715387	1.65	0.20365	0	ILMN_1664619	23142	DCUN1D4
2.15	0.141	1.2	0.23521	0.743085	1.44	0.23521	0	ILMN_1800243	9426	CDY2A
1.5	-0.078	-1.06	0.29477	0.79187	1.12	0.29477	0	ILMN_1807554	2138	EYA1
1.76	-0.024	-0.27	0.7905	0.965968	0.07	0.7905	0	NA	NA	NA
1.83	0.279	2.05	0.04463	0.419421	4.2	0.04463	0	NA	NA	NA
5.74	-0.156	-1.26	0.21346	0.724491	1.58	0.21346	0	ILMN_1652474	51324	SPG21
10.01	0.047	0.7	0.48388	0.88209	0.5	0.48388	0	ILMN_1683026	5699	PSMB10
2.27	0.043	0.35	0.72813	0.95278	0.12	0.72813	0	NA	NA	NA
8.39	0.086	0.97	0.33426	0.813284	0.95	0.33426	0	ILMN_1697820	84681	HINT2
2.34	-0.16	-0.69	0.49226	0.885674	0.48	0.49226	0	ILMN_1780601	2015	ADGRE1
5.17	0.194	1.36	0.17773	0.689472	1.86	0.17773	0	ILMN_1666502	55084	SOBP
2.09	-0.091	-0.5	0.62002	0.926753	0.25	0.62002	0	ILMN_1701581	3898	LAD1
1.8	0.177	1.64	0.1059	0.579597	2.69	0.1059	0	NA	NA	NA
2.25	0.03	0.22	0.8261	0.973548	0.05	0.8261	0	NA	NA	NA
7.73	-0.058	-0.49	0.62617	0.92886	0.24	0.62617	0	ILMN_1671316	182	JAG1
3.3	0.051	0.36	0.71912	0.950436	0.13	0.71912	0	ILMN_1767960	79730	NSUN7
1.74	-0.006	-0.08	0.9394	0.991899	0.01	0.9394	0	NA	NA	NA
1.48	-0.023	-0.33	0.74007	0.955152	0.11	0.74007	0	ILMN_1737819	10842	PPP1R17
2.52	-0.007	-0.05	0.96235	0.995912	0	0.96235	0	NA	NA	NA
1.8	-0.179	-1.17	0.24773	0.753925	1.36	0.24773	0	NA	NA	NA
7.21	0.008	0.08	0.93298	0.991366	0.01	0.93298	0	ILMN_1734153	2664	GDI1
1.85	-0.014	-0.11	0.90884	0.987289	0.01	0.90884	0	NA	NA	NA
2.32	0.593	2.13	0.03677	0.383938	4.56	0.03677	0	ILMN_1813949	844	CASQ1
2.39	0.179	0.9	0.36957	0.830673	0.82	0.36957	0	ILMN_1791679	92737	DNER
1.63	-0.099	-1.38	0.17366	0.68433	1.89	0.17366	0	ILMN_1709584	7001	PRDX2
1.96	0.1	0.93	0.3569	0.825012	0.86	0.3569	0	NA	NA	NA
1.59	-0.138	-1.85	0.06958	0.498852	3.41	0.06958	0	ILMN_1708686	284047	CCDC144B
2.12	-0.175	-1.05	0.29957	0.795309	1.09	0.29957	0	ILMN_1692368	1746	DLX2
3.77	-0.505	-2.14	0.0364	0.381543	4.58	0.0364	0	ILMN_1699100	6646	SOAT1
2.11	-0.034	-0.27	0.79085	0.966079	0.07	0.79085	0	NA	NA	NA
1.8	0.165	1.6	0.11479	0.59545	2.56	0.11479	0	NA	NA	NA
5.85	-0.182	-1.27	0.21044	0.722175	1.6	0.21044	0	ILMN_1720732	79698	ZMAT4
2.66	0.206	1.04	0.3033	0.79727	1.08	0.3033	0	NA	NA	NA
2.92	0.166	1.04	0.30444	0.79765	1.07	0.30444	0	NA	NA	NA
2.02	-0.414	-4.13	0.00011	0.014807	17.03	0.00011	-1	ILMN_1660868	339487	ZBTB8OS
10.24	-0.205	-2.05	0.04446	0.418508	4.21	0.04446	0	ILMN_1700183	187	APLNR
2.05	0.027	0.17	0.86379	0.979661	0.03	0.86379	0	ILMN_1766736	671	BPI
1.91	-0.038	-0.31	0.75462	0.959077	0.1	0.75462	0	NA	NA	NA
1.56	-0.024	-0.21	0.83457	0.974703	0.04	0.83457	0	NA	NA	NA
4.85	-0.335	-0.73	0.47022	0.877121	0.53	0.47022	0	ILMN_1811121	139231	FAM199X
1.67	0.055	0.72	0.47427	0.8784	0.52	0.47427	0	NA	NA	NA
3.41	-0.572	-2.63	0.01071	0.214929	6.93	0.01071	0	ILMN_1715901	64839	FBXL17
1.79	-0.082	-0.69	0.4959	0.886754	0.47	0.4959	0	NA	NA	NA
1.76	-0.047	-0.43	0.6687	0.938523	0.18	0.6687	0	NA	NA	NA
1.84	-0.022	-0.23	0.81757	0.971743	0.05	0.81757	0	NA	NA	NA
1.98	0.097	0.86	0.39471	0.844027	0.73	0.39471	0	ILMN_1665304	1112	FOXN3
1.75	-0.021	-0.2	0.84599	0.975903	0.04	0.84599	0	NA	NA	NA
1.64	0.084	0.86	0.39076	0.842009	0.75	0.39076	0	ILMN_1789248	157739	TDH
2.16	-0.146	-0.92	0.36076	0.826568	0.85	0.36076	0	ILMN_1662151	9085 /// 9426 /// 203611 /// 253175	CDY1 /// CDY2A /// CDY2B /// CDY1B
3.27	-0.194	-1.1	0.27551	0.777414	1.21	0.27551	0	ILMN_1778486	54822	TRPM7
1.9	-0.135	-1.28	0.20611	0.718247	1.63	0.20611	0	NA	NA	NA
1.73	-0.04	-0.46	0.64746	0.933948	0.21	0.64746	0	NA	NA	NA
6.51	0.234	2.53	0.014	0.24488	6.4	0.014	0	ILMN_1741780	285193	DUSP28
6.45	0.091	1.19	0.23977	0.747507	1.41	0.23977	0	ILMN_1733666	26258	BLOC1S6
6.48	0.165	1.66	0.10185	0.573021	2.76	0.10185	0	ILMN_1807737	8227	AKAP17A
1.79	-0.041	-0.38	0.70182	0.947009	0.15	0.70182	0	NA	NA	NA
8.81	0.108	1.34	0.18466	0.696767	1.8	0.18466	0	ILMN_1763705	56897	WRNIP1
1.99	-0.017	-0.18	0.86099	0.979073	0.03	0.86099	0	NA	NA	NA
